Elapsed time,Server Hits per Second
22:36:35.0,64.0
22:36:36.0,36.0
22:36:59.0,1.0
22:37:01.0,89.0
22:37:03.0,1.0
22:37:04.0,1.0
22:37:06.0,2.0
22:37:07.0,1.0
22:37:08.0,3.0
22:37:10.0,1.0
22:37:11.0,81.0
22:37:13.0,1.0
22:37:14.0,1.0
22:37:16.0,3.0
22:37:17.0,1.0
22:37:18.0,2.0
22:37:19.0,1.0
22:37:20.0,1.0
22:37:21.0,80.0
22:37:22.0,1.0
22:37:23.0,1.0
22:37:24.0,1.0
22:37:26.0,2.0
22:37:27.0,1.0
22:37:28.0,2.0
22:37:29.0,2.0
22:37:31.0,80.0
22:37:32.0,1.0
22:37:33.0,1.0
22:37:34.0,1.0
22:37:36.0,2.0
22:37:37.0,1.0
22:37:38.0,2.0
22:37:39.0,2.0
22:37:41.0,80.0
22:37:42.0,1.0
22:37:43.0,1.0
22:37:44.0,1.0
22:37:46.0,2.0
22:37:47.0,1.0
22:37:48.0,2.0
22:37:49.0,2.0
22:37:51.0,80.0
22:37:52.0,1.0
22:37:53.0,1.0
22:37:54.0,1.0
22:37:56.0,2.0
22:37:57.0,2.0
22:37:58.0,2.0
22:37:59.0,1.0
22:38:00.0,1.0
22:38:01.0,79.0
22:38:02.0,1.0
22:38:03.0,1.0
22:38:04.0,1.0
22:38:06.0,2.0
22:38:07.0,3.0
22:38:08.0,1.0
22:38:09.0,1.0
22:38:10.0,2.0
22:38:11.0,78.0
22:38:12.0,1.0
22:38:13.0,1.0
22:38:14.0,1.0
22:38:16.0,2.0
22:38:17.0,3.0
22:38:18.0,2.0
22:38:19.0,1.0
22:38:20.0,1.0
22:38:21.0,78.0
22:38:22.0,1.0
22:38:23.0,2.0
22:38:24.0,3.0
22:38:27.0,3.0
22:38:28.0,2.0
22:38:30.0,1.0
22:38:31.0,3.0
22:38:32.0,1.0
22:38:33.0,1.0
22:38:34.0,3.0
22:38:36.0,2.0
22:38:37.0,1.0
22:38:38.0,4.0
22:38:41.0,2.0
22:38:42.0,1.0
22:38:43.0,2.0
22:38:44.0,2.0
22:38:45.0,1.0
22:38:46.0,1.0
22:38:47.0,1.0
22:38:48.0,4.0
22:38:49.0,1.0
22:38:51.0,1.0
22:38:52.0,1.0
22:38:53.0,2.0
22:38:54.0,2.0
22:38:55.0,1.0
22:38:56.0,2.0
22:38:58.0,1.0
22:38:59.0,1.0
22:39:00.0,1.0
22:39:01.0,2.0
22:39:04.0,2.0
22:39:06.0,1.0
22:39:07.0,1.0
22:39:12.0,2.0
22:39:20.0,1.0
22:39:21.0,2.0
22:39:23.0,2.0
22:39:24.0,2.0
22:39:28.0,1.0
22:39:29.0,2.0
22:39:30.0,1.0
22:39:34.0,1.0
22:39:38.0,1.0
22:39:41.0,3.0
22:39:43.0,1.0
22:39:45.0,1.0
22:39:46.0,1.0
22:39:47.0,1.0
22:39:49.0,1.0
22:39:56.0,1.0
22:39:57.0,1.0
22:39:59.0,1.0
22:40:06.0,1.0
22:40:07.0,2.0
22:40:17.0,1.0
